first_cmt,forum_links,last_posts,posts,stock_names
people are chasing the idea that they are giving away rights issues to shares ...,/servlets/forum/800000076.jsp?fp=4,"Mar 20, 09:31 AM","4,139",Stock: [VSOLAR]: VSOLAR GROUP BHD
Buy..buy,/servlets/forum/800001760.jsp?fp=4,"Mar 20, 02:59 PM",743,Stock: [SMCAP]: SINMAH CAPITAL BHD
"Officially, Amtek is now delisted today 20-March-2019.",/servlets/forum/800001274.jsp?fp=4,"Mar 20, 02:57 PM",125,Stock: [AMTEK]: AMTEK HOLDINGS BHD
"Calvin counter all so good , right now follow calvin like kena jackpot  sapu k...",/servlets/forum/800001769.jsp?fp=4,"Mar 20, 02:56 PM","3,358",Stock: [PRESTAR]: PRESTAR RESOURCES BHD
http://www.sportstoto.com.my/,/servlets/forum/800000356.jsp?fp=4,"Mar 20, 02:55 PM","3,165",Stock: [BJTOTO]: BERJAYA SPORTS TOTO BHD
andrew  the son now ceo,/servlets/forum/800000338.jsp?fp=4,"Mar 20, 02:55 PM",875,Stock: [PMHLDG]: PAN MALAYSIA HOLDINGS BHD
"Yes, buy and accumulate....",/servlets/forum/800001951.jsp?fp=4,"Mar 20, 02:51 PM","32,026",Stock: [INARI]: INARI AMERTRON BHD
Sealink coming back strength to strength cheers,/servlets/forum/800000933.jsp?fp=4,"Mar 20, 02:50 PM",761,Stock: [SEALINK]: SEALINK INTERNATIONAL BHD
"ECRL (East Coastal Rail Link) Top Beneficiaries AZRB, T7 Global, Prestar, Mast...",/servlets/forum/800000861.jsp?fp=4,"Mar 20, 02:47 PM","12,182",Stock: [MASTEEL]: MALAYSIA STEEL WORKS (KL) BHD SHS
LAFARE CEMENT IS ALSO IN SERENDAH!,/servlets/forum/800000601.jsp?fp=4,"Mar 20, 02:46 PM",420,Stock: [LAFMSIA]: LAFARGE MALAYSIA BHD
"Why trust people, trust the company.",/servlets/forum/800000967.jsp?fp=4,"Mar 20, 02:44 PM","2,212",Stock: [HARTA]: HARTALEGA HOLDINGS BHD
Lanjau,/servlets/forum/800000431.jsp?fp=4,"Mar 20, 02:43 PM","3,490",Stock: [TDM]: TDM BHD
Drop because let u buy at cheaper,/servlets/forum/800001599.jsp?fp=4,"Mar 19, 04:07 PM","5,846",Stock: [PESONA]: PESONA METRO HOLDINGS BHD
when announcing dividend details?,/servlets/forum/800000318.jsp?fp=4,"Mar 20, 02:38 PM","8,709",Stock: [MAYBANK]: MALAYAN BANKING BHD
Good value. But can get it in the first place or not XD,/servlets/forum/800001716.jsp?fp=4,"Mar 20, 02:29 PM",9,Stock: [QSR]: QSR BRANDS BHD
flying??,/servlets/forum/800000099.jsp?fp=4,"Mar 20, 02:29 PM","1,059",Stock: [TECFAST]: TECHFAST HOLDINGS BHD
Coming... ? Next week qr.,/servlets/forum/800001522.jsp?fp=4,"Mar 20, 02:16 PM","1,072",Stock: [YINSON]: YINSON HOLDINGS BHD
Hv been winning contractssss back to back,/servlets/forum/800001511.jsp?fp=4,"Mar 20, 02:07 PM","1,029",Stock: [UZMA]: UZMA BHD
Somebody needs to inform admin to correct the wrong info published. This count...,/servlets/forum/800000166.jsp?fp=4,"Mar 20, 01:56 PM",354,Stock: [JFTECH]: JF TECHNOLOGY BHD
n up @ down.....,/servlets/forum/800000164.jsp?fp=4,"Mar 20, 01:52 PM","4,443",Stock: [KEYASIC]: KEY ASIC BHD
look like cannot come down more ald. want to collect on low,/servlets/forum/800000045.jsp?fp=4,"Mar 20, 01:41 PM",551,Stock: [GFM]: GFM SERVICES BHD
https://klse.i3investor.com/blogs/general/198791.jsp [转贴] [SLP RESOURCES BHD：通...,/servlets/forum/800001509.jsp?fp=4,"Mar 20, 01:38 PM",441,Stock: [SLP]: SLP RESOURCES BHD
"Ppl feel disappointed with it, 5yrs already",/servlets/forum/800001299.jsp?fp=4,"Mar 20, 01:25 PM","6,189",Stock: [TIGER]: TIGER SYNERGY BHD
such good results man!,/servlets/forum/800001312.jsp?fp=4,"Mar 20, 01:22 PM","3,619",Stock: [MAGNI]: MAGNI-TECH INDUSTRIES BHD
Feeling someone is keeping accumulate this stock at lower price...something go...,/servlets/forum/800000127.jsp?fp=4,"Mar 20, 01:20 PM",557,Stock: [REXIT]: REXIT BHD
always ESOS but the price cannot up,/servlets/forum/800000906.jsp?fp=4,"Mar 20, 01:13 PM","9,308",Stock: [PANTECH]: PANTECH GROUP HOLDINGS BHD
slow boat to china ...,/servlets/forum/800001268.jsp?fp=4,"Mar 20, 12:50 PM","1,927",Stock: [FAJAR]: FAJARBARU BUILDER GROUP BHD
"Congratulations to those who been patient.   Just hold for another 2 years, no...",/servlets/forum/800000630.jsp?fp=4,"Mar 20, 12:50 PM","2,860",Stock: [MULPHA]: MULPHA INTERNATIONAL BHD
trap666 dead counter only stupid buy @@!   Yeah a very good example is Perisai...,/servlets/forum/800000152.jsp?fp=4,"Mar 20, 12:40 PM","11,080",Stock: [DGSB]: DIVERSIFIED GATEWAY SOLUTIONS BHD
I think E& O will be good with it projects in Penang   but this if invest ...,/servlets/forum/800000565.jsp?fp=4,"Mar 20, 12:33 PM","9,070",Stock: [E&O]: EASTERN & ORIENTAL BHD
Widad's game heavily damaged...several days of volume stuck....short term ...,/servlets/forum/800001854.jsp?fp=4,"Mar 20, 12:33 PM","2,432",Stock: [WIDAD]: WIDAD GROUP BERHAD 
will they announce final dividend?,/servlets/forum/800004284.jsp?fp=4,"Mar 20, 12:32 PM","5,461",Stock: [MALAKOF]: MALAKOFF CORP BHD
2019 UPTREAD STOCK!!!,/servlets/forum/800000441.jsp?fp=4,"Mar 20, 12:31 PM","2,572",Stock: [MMCCORP]: MMC CORP BHD
Sohcw already told us!!!,/servlets/forum/800000010.jsp?fp=4,"Mar 20, 12:21 PM","34,035",Stock: [IRIS]: IRIS CORP BHD
haaaaaa  amacam ???  sudah order basta15 ka ??,/servlets/forum/800000030.jsp?fp=4,"Mar 20, 12:20 PM","9,085",Stock: [NOVAMSC]: NOVA MSC BHD
Hope to rec good news fr u - Villa1668...,/servlets/forum/800000741.jsp?fp=4,"Mar 20, 12:19 PM","7,188",Stock: [TA]: TA ENTERPRISE BHD
jumaat sedekah pisang kat masjid,/servlets/forum/800000053.jsp?fp=4,"Mar 20, 12:17 PM","15,698",Stock: [PERISAI]: PERISAI PETROLEUM TEKNOLOGI BHD
up? gonna con $ again,/servlets/forum/800001112.jsp?fp=4,"Mar 20, 12:13 PM",665,Stock: [AMVERTON]: AMVERTON BHD
"Yes, yes Olh fully subscibed to share-buyback ----one time in 05Dec2016-----10...",/servlets/forum/800000809.jsp?fp=4,"Mar 20, 12:09 PM","5,707",Stock: [OSK]: OSK HOLDINGS BHD
hahahahahah first time I hear stoneraider admit the truth... that he is AH FAH...,/servlets/forum/800000677.jsp?fp=4,"Mar 20, 12:05 PM","82,692",Stock: [HENGYUAN]: HENGYUAN REFINING CO BHD
Accumulate some..,/servlets/forum/800001389.jsp?fp=4,"Mar 20, 12:04 PM","2,018",Stock: [KOSSAN]: KOSSAN RUBBER INDUSTRIES BHD
go youtube seaerch 小皮 陽心美,/servlets/forum/800001254.jsp?fp=4,"Mar 20, 11:59 AM","2,328",Stock: [CCK]: CCK CONSOLIDATED HOLDINGS BHD
good trend and good move actually,/servlets/forum/800001818.jsp?fp=4,"Mar 20, 11:52 AM","5,461",Stock: [SMTRACK]: SMTRACK BHD
"86 Big news coming, new management, new business!!  Let's see.  how u know...",#,"Mar 19, 11:15 PM","5,845",
"86 Big news coming, new management, new business!!  Let's see.  how u know...",/servlets/forum/800001414.jsp?fp=5,"Mar 19, 11:15 PM","5,845",Stock: [JOHOTIN]: JOHORE TIN BHD
Lousy QRs !   Acostec still struggling very hard to form a real or false cup a...,/servlets/forum/800001358.jsp?fp=5,"Mar 20, 11:39 AM",171,Stock: [ACOSTEC]: ACOUSTECH BHD
"oh man, my brother in law is going to kill me now. haha but good job PPHB",/servlets/forum/800001595.jsp?fp=5,"Mar 20, 11:35 AM","1,122",Stock: [PPHB]: PUBLIC PACKAGES HOLDINGS BHD
New metallic silicon plant start running and doing business and i believe will...,/servlets/forum/800001419.jsp?fp=5,"Mar 20, 11:35 AM",531,Stock: [PMBTECH]: PMB TECHNOLOGY BHD
yeeeeeeeeeeeeeeeeeeeeessssssssssssssssss,/servlets/forum/800001246.jsp?fp=5,"Mar 20, 11:33 AM",259,Stock: [ZECON]: ZECON BHD
johor river pollution case can engage picorp service??,/servlets/forum/800001456.jsp?fp=5,"Mar 20, 11:32 AM",820,Stock: [PICORP]: PROGRESSIVE IMPACT CORP BHD
"CONFUSION,ASSUMPTIONS,DECEPTIONS ARE AMONG THE COMMON TRAITS OF DECEIVABLE CRO...",/servlets/forum/800001267.jsp?fp=5,"Mar 20, 11:30 AM","2,234",Stock: [SCOMIES]: SCOMI ENERGY SERVICES BHD
hope start the engine for high level.,/servlets/forum/800000025.jsp?fp=5,"Mar 20, 11:29 AM","48,909",Stock: [IFCAMSC]: IFCA MSC BHD
Sleep mode.??,/servlets/forum/800001441.jsp?fp=5,"Mar 20, 11:28 AM",62,Stock: [MBWORLD]: MB WORLD GROUP BHD
???,/servlets/forum/800001248.jsp?fp=5,"Mar 20, 11:28 AM",635,Stock: [MASTER]: MASTER-PACK GROUP BHD
https://www.thestar.com.my/business/business-news/2019/03/20/takaful-p......,/servlets/forum/800001138.jsp?fp=5,"Mar 20, 11:28 AM","1,286",Stock: [TAKAFUL]: SYARIKAT TAKAFUL MALAYSIA BHD
based on the Records of Depositors as at 31 December 2018 the public sharehold...,/servlets/forum/800000751.jsp?fp=5,"Mar 20, 11:20 AM","3,587",Stock: [UNISEM]: UNISEM (M) BHD
:D)) Coming....,/servlets/forum/800001474.jsp?fp=5,"Mar 20, 11:19 AM","2,092",Stock: [NIHSIN]: NI HSIN RESOURCES BHD
https://www.klsescreener.com/v2/news/view/504538,/servlets/forum/800000093.jsp?fp=5,"Mar 20, 11:17 AM","1,696",Stock: [STRAITS]: STRAITS INTER LOGISTICS BHD
"Besides eps , you need to check their NTA as well , Hicom NTA is 3.4.",/servlets/forum/800000371.jsp?fp=5,"Mar 20, 11:12 AM","22,022",Stock: [DRBHCOM]: DRB-HICOM BHD
Continue up. Tp:0.15 to 0.18,/servlets/forum/800005463.jsp?fp=5,"Mar 20, 11:10 AM",3,Stock: [FIHB-PA]: FEDERAL FURNITURE HOLDINGS (M) BERHAD
"the longer time that we had been wait, the lesser time left for us to wait.......",/servlets/forum/800000572.jsp?fp=5,"Mar 20, 11:02 AM","2,540",Stock: [KSENG]: KECK SENG (MALAYSIA) BHD
hello bossku mana pi..,/servlets/forum/800001523.jsp?fp=5,"Mar 20, 10:59 AM","2,714",Stock: [AHB]: AHB HOLDINGS BHD
mother share yesterday went up so much.  now only follow.   resistance at 58.5...,/servlets/forum/800001609.jsp?fp=5,"Mar 20, 10:26 AM",954,Stock: [HIL]: HIL INDUSTRIES BHD
Second Vitrox in the making,/servlets/forum/800007044.jsp?fp=5,"Mar 20, 10:19 AM","1,315",Stock: [MI]: MI TECHNOVATION BERHAD
"puc acccumulation at 10c. if after 10c ate over might go to 11c, and 14c in sh...",/servlets/forum/800000007.jsp?fp=5,"Mar 20, 10:17 AM","9,014",Stock: [PUC]: PUC BHD
垃圾股，只有骗股东钱！,/servlets/forum/800000080.jsp?fp=5,"Mar 20, 10:15 AM","73,530",Stock: [VIVOCOM]: VIVOCOM INTL HOLDINGS BHD
5-10 RM Parkson only in BN lifetime?,/servlets/forum/800001080.jsp?fp=5,"Mar 20, 10:12 AM","9,298",Stock: [PARKSON]: PARKSON HOLDINGS BHD
What happen oh... Keep on drop...,/servlets/forum/800005998.jsp?fp=5,"Mar 20, 09:56 AM",686,Stock: [ADVCON]: ADVANCECON HOLDINGS BHD
https://www.klsescreener.com/v2/news/view/501892/potential-water-tarif...-t...,/servlets/forum/800000815.jsp?fp=5,"Mar 20, 09:50 AM","2,264",Stock: [ENGTEX]: ENGTEX GROUP BHD
https://klse.i3investor.com/blogs/mqtraderinfo/168841.jsp,/servlets/forum/800001777.jsp?fp=5,"Mar 18, 05:21 PM",474,Stock: [RGTBHD]: ASIA KNIGHT BHD
Bornoil needs wait until GE 15 which they pro-BN .,/servlets/forum/800001255.jsp?fp=5,"Mar 20, 09:36 AM","20,052",Stock: [BORNOIL]: BORNEO OIL BERHAD
What HSI warrants should we trade next after the expiry of the C3 ones to make...,/servlets/forum/800007345.jsp?fp=5,"Mar 20, 09:23 AM",9,Stock: [HSI-C3W]: HSI-C3W: CW HANG SENG INDEX (MACQ)
sure Jaden...only 1.80 till 2020?,/servlets/forum/800001590.jsp?fp=5,"Mar 20, 09:23 AM",817,Stock: [ATAIMS]: ATA IMS BHD
Zelan on the GO.......!,/servlets/forum/800000459.jsp?fp=5,"Mar 19, 09:51 PM","5,067",Stock: [ZELAN]: ZELAN BHD
gobin please come.. unifi is so expensive again!,/servlets/forum/800000732.jsp?fp=5,"Mar 20, 09:09 AM","7,498",Stock: [TM]: TELEKOM MALAYSIA BHD
2007年建好港口后就不再参与-杨忠礼集团无需负责 https://www.enanyang.my/news/20190319/2007%E5%B9%B4%...,/servlets/forum/800000709.jsp?fp=5,"Mar 19, 12:22 PM","6,104",Stock: [YTL]: YTL CORP BHD
"Bentongchangsifu said QES can rise to 30sen these few days, cayalah sama dia! ...",/servlets/forum/800006775.jsp?fp=5,"Mar 20, 08:44 AM",707,Stock: [QES]: QES GROUP BHD
then I accumulate at 11.0-11.5c to average down,/servlets/forum/800007775.jsp?fp=5,"Mar 20, 08:35 AM",66,Stock: [SAPNRG-WA]: SAPURA ENERGY BERHAD
"test run today, engine start..",/servlets/forum/800001198.jsp?fp=5,"Feb 21, 05:18 PM",460,Stock: [EUPE]: EUPE CORP BHD
Anyone csn share their thoughts abt the approaching deadline for submission of...,/servlets/forum/800001008.jsp?fp=5,"Mar 20, 08:09 AM","2,785",Stock: [HBGLOB]: HB GLOBAL LTD
KENAGA IS FALLING KNIFE. CAN'T MAKE MONEY SHARE ON DOWN TREND ANALYST CALL...,/servlets/forum/800001166.jsp?fp=5,"Mar 20, 08:05 AM",455,Stock: [KENANGA]: KENANGA INVESTMENT BANK BHD
"JHM is doing far better in terms of price trend, even though they are in the s...",/servlets/forum/800001459.jsp?fp=5,"Mar 20, 07:52 AM","1,395",Stock: [D&O]: D&O GREEN TECHNOLOGIES BHD
Google what so called ham ka fu guai  Then you might have clearer picture why ...,/servlets/forum/800000032.jsp?fp=5,"Mar 20, 07:43 AM","3,449",Stock: [DIGISTA]: DIGISTAR CORPORATION BHD
https://www.theedgemarkets.com/article/guan-eng-tells-banks-be-more-fl...-l...,/servlets/forum/800001097.jsp?fp=5,"Mar 20, 05:12 AM",272,Stock: [HLBANK]: HONG LEONG BANK BHD
“The DAP state government owes  a lot of explanation to Penangites and at the ...,/servlets/forum/800001135.jsp?fp=5,"Mar 20, 04:23 AM","1,601",Stock: [STAR]: STAR MEDIA GROUP BHD
"My personal analysis: anyone who has interest, can start considering to buy ID...",/servlets/forum/800001751.jsp?fp=5,"Mar 20, 12:42 AM","2,737",Stock: [IDEAL]: IDEAL UNITED BINTANG INTERNATIONAL BHD
buy low sell high,/servlets/forum/800001288.jsp?fp=5,"Mar 20, 12:27 AM","2,488",Stock: [YONGTAI]: YONG TAI BHD
Drink more buy more,/servlets/forum/800000494.jsp?fp=5,"Mar 20, 12:07 AM",565,Stock: [CARLSBG]: CARLSBERG BREWERY MALAYSIA BHD
TP 160,/servlets/forum/800000711.jsp?fp=5,"Mar 20, 12:06 AM","1,509",Stock: [NESTLE]: NESTLE MALAYSIA BHD
it was dead,/servlets/forum/800001493.jsp?fp=5,"Mar 19, 11:28 PM",175,Stock: [TOMEI]: TOMEI CONSOLIDATED BHD
KUALA LUMPUR (March 19): Scientex Bhd's net profit in the second quarter e...,/servlets/forum/800000724.jsp?fp=5,"Mar 19, 03:57 PM","1,440",Stock: [SCIENTX]: SCIENTEX BHD
Anyone heard about Arte S case? If u have then better run fast fast Lo haha,/servlets/forum/800001628.jsp?fp=5,"Mar 19, 10:47 PM","3,976",Stock: [MAHSING]: MAH SING GROUP BHD
"No hope for all this hsi-h4z, h6a, h6b, h6c, they are going to expire at 24/4/...",/servlets/forum/800007475.jsp?fp=5,"Mar 19, 10:41 PM",3,Stock: [HSI-H6A]: HSI-H6A: PW HANG SENG INDEX (MACQ)
《SSD要取代HDD…还需要很久很久》  实际上，SSD拥有比机械硬盘更简单的结果，主要由主控加闪存组成，而闪存无疑是SSD最核心的部分，目前全球最大的存储...,/servlets/forum/800000958.jsp?fp=5,"Mar 19, 10:36 PM","11,397",Stock: [JCY]: JCY INTERNATIONAL BHD
sorry dividend annoucement should be early June. yr end March 2019. YTD 9 mont...,#,"Mar 19, 10:16 PM","3,131",
sorry dividend annoucement should be early June. yr end March 2019. YTD 9 mont...,/servlets/forum/800001766.jsp?fp=6,"Mar 19, 10:16 PM","3,131",Stock: [SAM]: SAM ENGINEERING & EQUIPMENT (M) BHD
Here.  I take humeind rights of rcul for you to study n Understand what is  1....,/servlets/forum/800000749.jsp?fp=6,"Mar 19, 10:09 PM",460,Stock: [HUMEIND]: HUME INDUSTRIES BHD
But I think the price will drop at most until RM 1.5,/servlets/forum/800001177.jsp?fp=6,"Mar 19, 09:54 PM","1,965",Stock: [AEON]: AEON CO (M) BHD
"No, wait to see whether it goes below 20cts. Hopefully not. But I collected so...",/servlets/forum/800007697.jsp?fp=6,"Mar 19, 09:53 PM",191,Stock: [NADIBHD]: GAGASAN NADI CERGAS BHD
https://klse.i3investor.com/blogs/kianweiaritcles/198149.jsp Three A Resources...,/servlets/forum/800000016.jsp?fp=6,"Mar 19, 09:34 PM",575,Stock: [3A]: THREE-A RESOURCES BHD
Kick the useless management out then sell all the land or develop the land for...,/servlets/forum/800001011.jsp?fp=6,"Mar 19, 08:57 PM","12,626",Stock: [BENALEC]: BENALEC HOLDINGS BHD
"Drop so much recently still high risk?   Just recently,  it was still 60 Sen.",/servlets/forum/800001371.jsp?fp=6,"Mar 14, 06:00 PM",580,Stock: [ULICORP]: UNITED U-LI CORP BHD
Trading @ 75% discount to its NTA. Its landbanks have yet to be revalued.... T...,/servlets/forum/800001178.jsp?fp=6,"Mar 19, 08:45 PM",659,Stock: [BCB]: BCB BHD
Yea....i am attending on 27 march as well ~,/servlets/forum/800001639.jsp?fp=6,"Mar 19, 08:11 PM",303,Stock: [LPI]: LPI CAPITAL BHD
That Prostitute Cbai Ng yl son of b a s t a r d is fully responsible for the w...,/servlets/forum/800000842.jsp?fp=6,"Mar 19, 08:09 PM","8,996",Stock: [MUDAJYA]: MUDAJAYA GROUP BHD
5.00 la,/servlets/forum/800000655.jsp?fp=6,"Mar 19, 08:03 PM","1,907",Stock: [SIME]: SIME DARBY BHD
Cant wait for pavilion to be ready...,/servlets/forum/800001143.jsp?fp=6,"Mar 19, 07:56 PM","10,205",Stock: [MALTON]: MALTON BHD
oOo,/servlets/forum/800007548.jsp?fp=6,"Mar 19, 07:49 PM",2,Stock: [FBMKLCI-C5O]: FBMKLCI-C5O: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
Add durain as profit,/servlets/forum/800001752.jsp?fp=6,"Mar 19, 06:30 PM",26,Stock: [PLS]: PLS PLANTATIONS BHD
and?,/servlets/forum/800004883.jsp?fp=6,"Mar 19, 06:25 PM",402,Stock: [CHINHIN]: CHIN HIN GROUP BHD
bleeding,/servlets/forum/800001377.jsp?fp=6,"Mar 19, 06:24 PM","1,184",Stock: [NICE]: NICHE CAPITAL EMAS HOLDINGS BHD
EAH is always my lucky counter....last Q Financial reports look convincing to ...,/servlets/forum/800000174.jsp?fp=6,"Mar 19, 06:09 PM","8,970",Stock: [EAH]: EA HOLDINGS BHD
why we talking about Turbo here in Petron forum hahaha,/servlets/forum/800000512.jsp?fp=6,"Mar 19, 05:36 PM","14,679",Stock: [PETRONM]: PETRON MALAYSIA REFINING & MARKETING BHD
"If you take a look at MjPerak land banks, they are all not re-valued since the...",/servlets/forum/800001588.jsp?fp=6,"Mar 19, 05:29 PM",989,Stock: [MJPERAK]: MAJUPERAK HOLDINGS BHD
EA tech is moving pflng vessel from sarawak to sabah waters. Very profitable,/servlets/forum/800003946.jsp?fp=6,"Mar 19, 05:19 PM",819,Stock: [EATECH]: EA TECHNIQUE (M) BHD
overheard announcement of penang transportation plan in April 2019. look at th...,/servlets/forum/800001049.jsp?fp=6,"Mar 19, 04:57 PM","14,388",Stock: [GAMUDA]: GAMUDA BHD
"Patrick, how much is the EPS you estimate for next quarter?",/servlets/forum/800001314.jsp?fp=6,"Mar 19, 04:53 PM","10,183",Stock: [LIIHEN]: LII HEN INDUSTRIES BHD
Top gainers today in bad market is good.,/servlets/forum/800000654.jsp?fp=6,"Mar 19, 04:53 PM","2,820",Stock: [BAT]: BRITISH AMERICAN TOBACCO MALAYSIA BHD
Sad lo...lausy dufu..pui,/servlets/forum/800001496.jsp?fp=6,"Mar 19, 04:52 PM","4,949",Stock: [DUFU]: DUFU TECHNOLOGY CORP BHD
Bursa36 target price.?,/servlets/forum/800000970.jsp?fp=6,"Mar 19, 04:43 PM","4,842",Stock: [HOHUP]: HO HUP CONSTRUCTION COMPANY
"cmtfly, Good,  Liked !",/servlets/forum/800000122.jsp?fp=6,"Mar 19, 04:40 PM","3,958",Stock: [TMCLIFE]: TMC LIFE SCIENCES BHD
"First, topping up fund via private placement, then losing money. Then 2nd, top...",/servlets/forum/800001417.jsp?fp=6,"Mar 19, 04:37 PM","1,667",Stock: [LFECORP]: LFE CORP BHD
oredi inform earlier....ready to hold for at least 3-5 yrs before moving,/servlets/forum/800000126.jsp?fp=6,"Mar 19, 04:25 PM","1,980",Stock: [ASIAPLY]: ASIA POLY HOLDINGS BHD
any reason why it is up?,/servlets/forum/800000031.jsp?fp=6,"Mar 19, 04:19 PM",266,Stock: [SCOPE]: SCOPE INDUSTRIES BHD
pls rocket ...,/servlets/forum/800001392.jsp?fp=6,"Mar 19, 03:59 PM","8,763",Stock: [SKPRES]: SKP RESOURCES BHD
Post removed. Why? ,/servlets/forum/800000147.jsp?fp=6,"Mar 19, 03:51 PM","21,242",Stock: [FRONTKN]: FRONTKEN CORP BHD
Today more volume but .... price drop ... sigh!,/servlets/forum/800000731.jsp?fp=6,"Mar 19, 03:41 PM","4,015",Stock: [KTB]: KONSORTIUM TRANSNASIONAL BHD
rotation play...gearing up for property goreng. O&G just finished their tu...,/servlets/forum/800000519.jsp?fp=6,"Mar 19, 03:16 PM","10,374",Stock: [L&G]: LAND & GENERAL BHD
Down 1 sen only ?,/servlets/forum/800000917.jsp?fp=6,"Mar 19, 02:59 PM","1,255",Stock: [DELEUM]: DELEUM BHD
Wow... very firm lei... not jatuh at all,/servlets/forum/800001147.jsp?fp=6,"Mar 19, 02:58 PM","1,449",Stock: [HSL]: HOCK SENG LEE BHD
Piratise,/servlets/forum/800000851.jsp?fp=6,"Mar 19, 02:45 PM","1,706",Stock: [MEDIAC]: MEDIA CHINESE INTERNATIONAL LTD
I'm always a fan of a company that always suffered from pressure to declar...,/servlets/forum/800001494.jsp?fp=6,"Mar 19, 02:34 PM","1,464",Stock: [WELLCAL]: WELLCALL HOLDINGS BHD
"look at the upward trending, slow and steady with respectable vol. TP 1.00",/servlets/forum/800001302.jsp?fp=6,"Mar 19, 02:18 PM","1,955",Stock: [PERMAJU]: PERMAJU INDUSTRIES BHD
Dying company.,/servlets/forum/800001126.jsp?fp=6,"Mar 19, 02:17 PM",23,Stock: [BJMEDIA]: BERJAYA MEDIA BHD
"o&g music stop? When people advertise o&g here, beware next time?",/servlets/forum/800001275.jsp?fp=6,"Mar 19, 02:17 PM","7,853",Stock: [PADINI]: PADINI HOLDINGS BHD
easy come easy go.,/servlets/forum/800003639.jsp?fp=6,"Mar 19, 01:45 PM","1,648",Stock: [SASBADI]: SASBADI HOLDINGS BHD
yeah besos just know to talk s*it,/servlets/forum/800000128.jsp?fp=6,"Mar 19, 01:26 PM","1,179",Stock: [EDUSPEC]: EDUSPEC HOLDINGS BHD
https://klse.i3investor.com/blogs/general/198595.jsp [转贴] [SCICOM MSC BHD：集团的产...,/servlets/forum/800000118.jsp?fp=6,"Mar 19, 01:14 PM","1,983",Stock: [SCICOM]: SCICOM MSC BHD
the support should at 0.3,/servlets/forum/800005555.jsp?fp=6,"Mar 19, 01:04 PM","2,609",Stock: [FPGROUP]: FOUNDPAC GROUP BHD
Buy for quick gain,/servlets/forum/800003048.jsp?fp=6,"Mar 19, 12:48 PM","36,080",Stock: [AAX]: AIRASIA X BHD
close ended fund fails compared to open ended funds because open ended funds c...,/servlets/forum/800000882.jsp?fp=6,"Mar 19, 12:47 PM","1,619",Stock: [ICAP]: ICAPITAL.BIZ BERHAD UNIT
